TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/(8.h),L/(8.h)=liter  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/d,L/d=liter  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/h,L/h=liter  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/kg,L/kg=liter  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/L,L/L=liter  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/min,L/min=liter  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/(min.m2),L/(min.m2)=liter  per  minute  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/s,L/s=liter  per  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,L/s/s2,L/s/s2=liter  per  second  per  square  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,{Log_copies}/mL,{Log_copies}/mL=log  (base  10)  copies  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,{Log_IU},{Log_IU}=log  (base  10)  international  unit
DISPENSING,DISPENSE_DOSE_DISP_UNIT,{Log_IU}/mL,{Log_IU}/mL=log  (base  10)  international  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,{Log},{Log}=log  base  10
DISPENSING,DISPENSE_DOSE_DISP_UNIT,[LPF],[LPF]=low  power  field
DISPENSING,DISPENSE_DOSE_DISP_UNIT,lm,lm=lumen
DISPENSING,DISPENSE_DOSE_DISP_UNIT,lm.m2,lm.m2=lumen  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,{Lyme_index_value},{Lyme_index_value}=Lyme  index  value
DISPENSING,DISPENSE_DOSE_DISP_UNIT,[mclg'U],[mclg'U]=Maclagan  unit
DISPENSING,DISPENSE_DOSE_DISP_UNIT,Ms,Ms=megasecond
DISPENSING,DISPENSE_DOSE_DISP_UNIT,m,m=meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,m/s,m/s=meter  per  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,m/s2,m/s2=meter  per  square  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,t,t=metric  ton
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uU/g,uU/g=micro  enzyme  unit  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uU/L,uU/L=micro  enzyme  unit  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uU/mL,uU/mL=micro  enzyme  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,u[IU],u[IU]=micro  international  unit
DISPENSING,DISPENSE_DOSE_DISP_UNIT,u[IU]/mL,u[IU]/mL=micro  international  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ueq,ueq=microequivalent
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ueq/L,ueq/L=microequivalent  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ueq/mL,ueq/mL=microequivalent  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug,ug=microgram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{feces},ug/g{feces}=microgram    per  gram  of  feces
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug{FEU}/mL,ug{FEU}/mL=microgram  fibrinogen  equivalent  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/(100.g),ug/(100.g)=microgram  per  100  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/(24.h),ug/(24.h)=microgram  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/(8.h),ug/(8.h)=microgram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/m3,ug/m3=microgram  per  cubic  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/d,ug/d=microgram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/dL,ug/dL=microgram  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/dL{RBCs},ug/dL{RBCs}=microgram  per  deciliter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g,ug/g=microgram  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{creat},ug/g{creat}=microgram  per  gram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{dry_tissue},ug/g{dry_tissue}=microgram  per  gram  of  dry  tissue
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{dry_wt},ug/g{dry_wt}=microgram  per  gram  of  dry  weight
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{hair},ug/g{hair}=microgram  per  gram  of  hair
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{Hb},ug/g{Hb}=microgram  per  gram  of  hemoglobin
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/g{tissue},ug/g{tissue}=microgram  per  gram  of  tissue
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/h,ug/h=microgram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/kg,ug/kg=microgram  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/kg/(8.h),ug/kg/(8.h)=microgram  per  kilogram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/kg/d,ug/kg/d=microgram  per  kilogram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/kg/h,ug/kg/h=microgram  per  kilogram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/kg/min,ug/kg/min=microgram  per  kilogram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/L,ug/L=microgram  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/L{RBCs},ug/L{RBCs}=microgram  per  liter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/L/(24.h),ug/L/(24.h)=microgram  per  liter  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mg,ug/mg=microgram  per  milligram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mg{creat},ug/mg{creat}=microgram  per  milligram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mL,ug/mL=microgram  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mL{class},ug/mL{class}=microgram  per  milliliter  class
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mL{eqv},ug/mL{eqv}=microgram  per  milliliter  equivalent
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mmol,ug/mmol=microgram  per  millimole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/mmol{creat},ug/mmol{creat}=microgram  per  millimole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/min,ug/min=microgram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/ng,ug/ng=microgram  per  nanogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/{specimen},ug/{specimen}=microgram  per  specimen
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/[sft_i],ug/[sft_i]=microgram  per  square  foot  (international)
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ug/m2,ug/m2=microgram  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,u[IU]/L,u[IU]/L=microinternational  unit  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,ukat,ukat=microkatal
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uL,uL=microliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uL/(2.h),uL/(2.h)=microliter  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uL/h,uL/h=microliter  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,um,um=micrometer
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol,umol=micromole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol{BCE}/mol,umol{BCE}/mol=micromole  bone  collagen  equivalent  per  mole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/(2.h),umol/(2.h)=micromole  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/(24.h),umol/(24.h)=micromole  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/(8.h),umol/(8.h)=micromole  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/d,umol/d=micromole  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/dL,umol/dL=micromole  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/dL{GF},umol/dL{GF}=micromole  per  deciliter  of  glomerular  filtrate
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/g,umol/g=micromole  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/g{creat},umol/g{creat}=micromole  per  gram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/g{Hb},umol/g{Hb}=micromole  per  gram  of  hemoglobin
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/h,umol/h=micromole  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/kg,umol/kg=micromole  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/kg{feces},umol/kg{feces}=micromole  per  kilogram  of  feces
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/L,umol/L=micromole  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/L{RBCs},umol/L{RBCs}=micromole  per  liter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/L/h,umol/L/h=micromole  per  liter  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/umol,umol/umol=micromole  per  micromole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/umol{creat},umol/umol{creat}=micromole  per  micromole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mg,umol/mg=micromole  per  milligram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mg{creat},umol/mg{creat}=micromole  per  milligram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mL,umol/mL=micromole  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mL/min,umol/mL/min=micromole  per  milliliter  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mmol,umol/mmol=micromole  per  millimole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mmol{creat},umol/mmol{creat}=micromole  per  millimole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/min,umol/min=micromole  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/min/g,umol/min/g=micromole  per  minute  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/min/g{mucosa},umol/min/g{mucosa}=micromole  per  minute  per  gram  of  mucosa
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/min/g{prot},umol/min/g{prot}=micromole  per  minute  per  gram  of  protein
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/min/L,umol/min/L=micromole  per  minute  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mol,umol/mol=micromole  per  mole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mol{creat},umol/mol{creat}=micromole  per  mole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,umol/mol{Hb},umol/mol{Hb}=micromole  per  mole  of  hemoglobin
DISPENSING,DISPENSE_DOSE_DISP_UNIT,um/s,um/s=microns  per  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uOhm,uOhm=microOhm
DISPENSING,DISPENSE_DOSE_DISP_UNIT,us,us=microsecond
DISPENSING,DISPENSE_DOSE_DISP_UNIT,uV,uV=microvolt
DISPENSING,DISPENSE_DOSE_DISP_UNIT,[mi_i],[mi_i]=mile  (international)
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/g,mU/g=milli    enzyme  unit  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mL,mU/mL=milli    enzyme  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mL/min,mU/mL/min=milli    enzyme  unit  per  milliliter  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mmol{creat},mU/mmol{creat}=milli    enzyme  unit  per  millimole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mmol{RBCs},mU/mmol{RBCs}=milli    enzyme  unit  per  millimole  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,m[IU]/mL,m[IU]/mL=milli    international  unit  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/g{Hb},mU/g{Hb}=milli  enzyme  unit  per  gram  of  hemoglobin
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/g{prot},mU/g{prot}=milli  enzyme  unit  per  gram  of  protein
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/L,mU/L=milli  enzyme  unit  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mg,mU/mg=milli  enzyme  unit  per  milligram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mU/mg{creat},mU/mg{creat}=milli  enzyme  unit  per  milligram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,m[IU]/L,m[IU]/L=milli  international  unit  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mA,mA=milliampere
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mbar,mbar=millibar
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mbar/L/s,mbar/L/s=millibar  per  liter  per  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mbar.s/L,mbar.s/L=millibar  second  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq,meq=milliequivalent
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/(2.h),meq/(2.h)=milliequivalent  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/(24.h),meq/(24.h)=milliequivalent  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/(8.h),meq/(8.h)=milliequivalent  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/d,meq/d=milliequivalent  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/dL,meq/dL=milliequivalent  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/g,meq/g=milliequivalent  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/g{creat},meq/g{creat}=milliequivalent  per  gram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/h,meq/h=milliequivalent  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/kg,meq/kg=milliequivalent  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/kg/h,meq/kg/h=milliequivalent  per  kilogram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/L,meq/L=milliequivalent  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/mL,meq/mL=milliequivalent  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/min,meq/min=milliequivalent  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/{specimen},meq/{specimen}=milliequivalent  per  specimen
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/m2,meq/m2=milliequivalent  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,meq/{total_volume},meq/{total_volume}=milliequivalent  per  total  volume
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg,mg=milligram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg{FEU}/L,mg{FEU}/L=milligram  fibrinogen  equivalent  unit  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(10.h),mg/(10.h)=milligram  per  10  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(12.h),mg/(12.h)=milligram  per  12  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(2.h),mg/(2.h)=milligram  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(24.h),mg/(24.h)=milligram  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(6.h),mg/(6.h)=milligram  per  6  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(72.h),mg/(72.h)=milligram  per  72  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/(8.h),mg/(8.h)=milligram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/{collection},mg/{collection}=milligram  per  collection
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/m3,mg/m3=milligram  per  cubic  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/d,mg/d=milligram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/d/{1.73_m2},mg/d/{1.73_m2}=milligram  per  day  per  1.73  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/dL,mg/dL=milligram  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/dL{RBCs},mg/dL{RBCs}=milligram  per  deciliter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g,mg/g=milligram  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g{creat},mg/g{creat}=milligram  per  gram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g{dry_tissue},mg/g{dry_tissue}=milligram  per  gram  of  dry  tissue
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g{feces},mg/g{feces}=milligram  per  gram  of  feces
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g{tissue},mg/g{tissue}=milligram  per  gram  of  tissue
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/g{wet_tissue},mg/g{wet_tissue}=milligram  per  gram  of  wet  tissue
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/h,mg/h=milligram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/kg,mg/kg=milligram  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/kg/(8.h),mg/kg/(8.h)=milligram  per  kilogram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/kg/d,mg/kg/d=milligram  per  kilogram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/kg/h,mg/kg/h=milligram  per  kilogram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/kg/min,mg/kg/min=milligram  per  kilogram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/L,mg/L=milligram  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/L{RBCs},mg/L{RBCs}=milligram  per  liter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/mg,mg/mg=milligram  per  milligram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/mg{creat},mg/mg{creat}=milligram  per  milligram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/mL,mg/mL=milligram  per  milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/mmol,mg/mmol=milligram  per  millimole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/mmol{creat},mg/mmol{creat}=milligram  per  millimole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/min,mg/min=milligram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/{specimen},mg/{specimen}=milligram  per  specimen
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/m2,mg/m2=milligram  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/{total_output},mg/{total_output}=milligram  per  total  output
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/{total_volume},mg/{total_volume}=milligram  per  total  volume
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mg/wk,mg/wk=milligram  per  week
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL,mL=milliliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL{fetal_RBCs},mL{fetal_RBCs}=milliliter  of  fetal  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(10.h),mL/(10.h)=milliliter  per  10  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(12.h),mL/(12.h)=milliliter  per  12  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(2.h),mL/(2.h)=milliliter  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(24.h),mL/(24.h)=milliliter  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(4.h),mL/(4.h)=milliliter  per  4  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(5.h),mL/(5.h)=milliliter  per  5  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(6.h),mL/(6.h)=milliliter  per  6  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(72.h),mL/(72.h)=milliliter  per  72  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(8.h),mL/(8.h)=milliliter  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/(8.h)/kg,mL/(8.h)/kg=milliliter  per  8  hour  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/cm[H2O],mL/cm[H2O]=milliliter  per  centimeter  of  water
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/d,mL/d=milliliter  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/dL,mL/dL=milliliter  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/{beat},mL/{beat}=milliliter  per  heart  beat
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/{beat}/m2,mL/{beat}/m2=milliliter  per  heart  beat  per    square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/h,mL/h=milliliter  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/kg,mL/kg=milliliter  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/kg/(8.h),mL/kg/(8.h)=milliliter  per  kilogram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/kg/d,mL/kg/d=milliliter  per  kilogram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/kg/h,mL/kg/h=milliliter  per  kilogram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/kg/min,mL/kg/min=milliliter  per  kilogram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/mbar,mL/mbar=milliliter  per  millibar
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/mm,mL/mm=milliliter  per  millimeter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/min,mL/min=milliliter  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/min/{1.73_m2},mL/min/{1.73_m2}=milliliter  per  minute  per  1.73  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/min/m2,mL/min/m2=milliliter  per  minute  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/s,mL/s=milliliter  per  second
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/[sin_i],mL/[sin_i]=milliliter  per  square  inch  (international)
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mL/m2,mL/m2=milliliter  per  square  meter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mm,mm=millimeter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mm[Hg],mm[Hg]=millimeter  of  mercury
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mm[H2O],mm[H2O]=millimeter  of  water
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mm/h,mm/h=millimeter  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mm/min,mm/min=millimeter  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol,mmol=millimole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(12.h),mmol/(12.h)=millimole  per  12  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(2.h),mmol/(2.h)=millimole  per  2  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(24.h),mmol/(24.h)=millimole  per  24  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(5.h),mmol/(5.h)=millimole  per  5  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(6.h),mmol/(6.h)=millimole  per  6  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/(8.h),mmol/(8.h)=millimole  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/d,mmol/d=millimole  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/dL,mmol/dL=millimole  per  deciliter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/{ejaculate},mmol/{ejaculate}=millimole  per  ejaculate
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/g,mmol/g=millimole  per  gram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/g{creat},mmol/g{creat}=millimole  per  gram  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/h,mmol/h=millimole  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/h/mg{Hb},mmol/h/mg{Hb}=millimole  per  hour  per  milligram  of  hemoglobin
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/h/mg{prot},mmol/h/mg{prot}=millimole  per  hour  per  milligram  of  protein
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/kg,mmol/kg=millimole  per  kilogram
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/kg/(8.h),mmol/kg/(8.h)=millimole  per  kilogram  per  8  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/kg/d,mmol/kg/d=millimole  per  kilogram  per  day
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/kg/h,mmol/kg/h=millimole  per  kilogram  per  hour
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/kg/min,mmol/kg/min=millimole  per  kilogram  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/L,mmol/L=millimole  per  liter
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/L{RBCs},mmol/L{RBCs}=millimole  per  liter  of  red  blood  cells
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/mmol,mmol/mmol=millimole  per  millimole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/mmol{urea},mmol/mmol{urea}=millimole  per  millimole  of  urea
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/mmol{creat},mmol/mmol{creat}=millimole  per  millmole  of  creatinine
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/min,mmol/min=millimole  per  minute
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/mol,mmol/mol=millimole  per  mole
DISPENSING,DISPENSE_DOSE_DISP_UNIT,mmol/mol{creat},mmol/mol{creat}=millimole  per  mole  of  creatinine
